GLID,TxnDate,AccountNumber,AccountName,Debit,Credit,Dept,CostCenter,Description,Currency
GL001159,2023-04-14,5000,COGS,334.7,0,Operations,CC400,AutoPost 1159,EUR
GL001160,2023-04-05,6000,Payroll Expense,620.17,0,Sales,CC200,AutoPost 1160,AUD
GL001161,2024-07-02,4010,Online Sales,0,2933.41,Sales,CC500,AutoPost 1161,GBP
GL001162,2023-06-16,4010,Online Sales,0,2103.91,Sales,CC400,AutoPost 1162,CAD
GL001163,2023-07-14,6000,Payroll Expense,626.96,0,Operations,CC100,AutoPost 1163,GBP
GL001164,2024-07-07,4000,Sales Revenue,0,3001.97,IT,CC200,AutoPost 1164,USD
GL001165,2025-01-11,5000,COGS,1130.18,0,Operations,CC200,AutoPost 1165,GBP
GL001166,2023-12-01,5010,Travel Expense,1772.72,0,Marketing,CC500,AutoPost 1166,CAD
GL001167,2024-02-10,5010,Travel Expense,152.83,0,Sales,CC200,AutoPost 1167,CAD
GL001168,2023-01-02,5000,COGS,954.94,0,HR,CC200,AutoPost 1168,EUR
GL001169,2025-06-18,4010,Online Sales,0,4418.19,IT,CC400,AutoPost 1169,CAD
GL001170,2024-03-12,5010,Travel Expense,1814.27,0,Sales,CC100,AutoPost 1170,USD
GL001171,2024-04-26,4000,Sales Revenue,0,815.4,Operations,CC100,AutoPost 1171,EUR
GL001172,2024-08-09,5000,COGS,290.05,0,Marketing,CC400,AutoPost 1172,CAD
GL001173,2025-05-04,6000,Payroll Expense,1726.68,0,Finance,CC300,AutoPost 1173,AUD
GL001174,2025-04-25,4010,Online Sales,0,2724.33,Finance,CC500,AutoPost 1174,GBP
GL001175,2023-04-02,4010,Online Sales,0,517.76,Marketing,CC100,AutoPost 1175,CAD
GL001176,2023-08-17,5010,Travel Expense,1718.84,0,IT,CC200,AutoPost 1176,AUD
GL001177,2024-06-04,4000,Sales Revenue,0,3902.53,IT,CC500,AutoPost 1177,USD
GL001178,2023-11-14,5000,COGS,820.59,0,Operations,CC100,AutoPost 1178,EUR
GL001179,2024-09-06,6000,Payroll Expense,933.21,0,IT,CC100,AutoPost 1179,AUD
GL001180,2024-03-30,4010,Online Sales,0,581.76,IT,CC400,AutoPost 1180,CAD
GL001181,2023-04-14,4000,Sales Revenue,0,2858.3,HR,CC100,AutoPost 1181,GBP
GL001182,2024-01-08,4010,Online Sales,0,1469.73,Marketing,CC500,AutoPost 1182,AUD
GL001183,2024-06-14,4000,Sales Revenue,0,4440.72,Sales,CC200,AutoPost 1183,GBP
GL001184,2025-03-25,5010,Travel Expense,1972.41,0,Finance,CC400,AutoPost 1184,EUR
GL001185,2024-02-06,4010,Online Sales,0,841.52,HR,CC100,AutoPost 1185,EUR
GL001186,2023-06-06,6000,Payroll Expense,316.15,0,Marketing,CC100,AutoPost 1186,CAD
GL001187,2024-01-01,5010,Travel Expense,475.92,0,Operations,CC100,AutoPost 1187,AUD
GL001188,2024-01-03,6000,Payroll Expense,1283.61,0,HR,CC400,AutoPost 1188,GBP
GL001189,2024-01-05,4000,Sales Revenue,0,242.31,HR,CC100,AutoPost 1189,CAD
GL001190,2024-03-20,5000,COGS,309.44,0,HR,CC200,AutoPost 1190,EUR
GL001191,2025-01-26,6000,Payroll Expense,1158.38,0,Sales,CC500,AutoPost 1191,GBP
GL001192,2023-03-05,4010,Online Sales,0,1546.54,Sales,CC200,AutoPost 1192,USD
GL001193,2023-03-26,4010,Online Sales,0,4731.97,Sales,CC300,AutoPost 1193,USD
GL001194,2024-03-01,6000,Payroll Expense,825.81,0,IT,CC100,AutoPost 1194,USD
GL001195,2024-06-09,5010,Travel Expense,811.62,0,HR,CC300,AutoPost 1195,CAD
GL001196,2024-05-23,6000,Payroll Expense,1792.82,0,HR,CC500,AutoPost 1196,USD
GL001197,2024-09-30,4010,Online Sales,0,2374.82,HR,CC300,AutoPost 1197,USD
GL001198,2024-05-28,4000,Sales Revenue,0,383.06,Marketing,CC100,AutoPost 1198,GBP
GL001199,2024-07-23,4010,Online Sales,0,3219.96,Finance,CC100,AutoPost 1199,EUR
GL001200,2023-03-19,4000,Sales Revenue,0,1105.38,Sales,CC300,AutoPost 1200,AUD
GL001201,2024-07-29,5010,Travel Expense,600.28,0,IT,CC100,AutoPost 1201,CAD
GL001202,2024-09-21,4010,Online Sales,0,1634.89,Finance,CC100,AutoPost 1202,AUD
GL001203,2024-08-25,4010,Online Sales,0,2484.3,HR,CC500,AutoPost 1203,CAD
GL001204,2025-03-17,4000,Sales Revenue,0,2824.53,Finance,CC500,AutoPost 1204,GBP
GL001205,2024-12-01,6000,Payroll Expense,269.73,0,HR,CC300,AutoPost 1205,AUD
GL001206,2024-04-28,5010,Travel Expense,500.85,0,Marketing,CC400,AutoPost 1206,USD
GL001207,2023-10-21,4010,Online Sales,0,2600.97,IT,CC300,AutoPost 1207,GBP
GL001208,2023-05-22,5000,COGS,1457.86,0,Sales,CC500,AutoPost 1208,GBP
GL001209,2024-07-03,4000,Sales Revenue,0,1378.84,Finance,CC400,AutoPost 1209,AUD
GL001210,2024-09-26,5010,Travel Expense,1891.86,0,Finance,CC400,AutoPost 1210,AUD
GL001211,2023-08-05,4000,Sales Revenue,0,1330.12,Marketing,CC400,AutoPost 1211,AUD
GL001212,2024-08-20,4010,Online Sales,0,695.86,IT,CC100,AutoPost 1212,AUD
GL001213,2025-02-04,5010,Travel Expense,1628.31,0,Operations,CC200,AutoPost 1213,GBP
GL001214,2023-05-18,4000,Sales Revenue,0,4939.14,Marketing,CC500,AutoPost 1214,GBP
GL001215,2023-05-20,5010,Travel Expense,1884.45,0,Sales,CC400,AutoPost 1215,AUD
GL001216,2024-08-11,4010,Online Sales,0,2294.84,IT,CC100,AutoPost 1216,USD
GL001217,2025-02-19,6000,Payroll Expense,701.24,0,Sales,CC400,AutoPost 1217,USD
GL001218,2024-01-06,4000,Sales Revenue,0,1406.7,Sales,CC200,AutoPost 1218,EUR
GL001219,2024-06-09,6000,Payroll Expense,187.59,0,IT,CC100,AutoPost 1219,EUR
GL001220,2023-06-14,4000,Sales Revenue,0,1358.12,Finance,CC300,AutoPost 1220,USD
GL001221,2025-05-15,5000,COGS,695.83,0,Operations,CC400,AutoPost 1221,CAD
GL001222,2024-08-23,5010,Travel Expense,200.78,0,Operations,CC400,AutoPost 1222,CAD
GL001223,2023-09-25,4000,Sales Revenue,0,2848.57,Marketing,CC300,AutoPost 1223,AUD
GL001224,2023-05-23,5000,COGS,185.51,0,Sales,CC400,AutoPost 1224,GBP
GL001225,2024-01-07,6000,Payroll Expense,935.9,0,IT,CC500,AutoPost 1225,CAD
GL001226,2024-07-25,5000,COGS,1358.9,0,Marketing,CC300,AutoPost 1226,USD
GL001227,2025-02-02,5000,COGS,1242.65,0,Finance,CC200,AutoPost 1227,USD
GL001228,2024-07-16,4010,Online Sales,0,1524.63,Operations,CC200,AutoPost 1228,CAD
GL001229,2025-03-19,4010,Online Sales,0,1391.91,IT,CC200,AutoPost 1229,USD
GL001230,2024-10-01,4000,Sales Revenue,0,3506.68,Operations,CC200,AutoPost 1230,CAD
GL001231,2024-08-13,5000,COGS,1331.89,0,Finance,CC400,AutoPost 1231,GBP
GL001232,2023-06-07,5000,COGS,674.31,0,HR,CC500,AutoPost 1232,GBP
GL001233,2024-04-12,4000,Sales Revenue,0,2570.43,IT,CC100,AutoPost 1233,EUR
GL001234,2025-03-17,4010,Online Sales,0,1312.61,Operations,CC200,AutoPost 1234,CAD
GL001235,2024-01-26,5000,COGS,1101.82,0,HR,CC300,AutoPost 1235,GBP
GL001236,2024-06-15,4000,Sales Revenue,0,143.81,Operations,CC400,AutoPost 1236,CAD
GL001237,2024-11-14,4000,Sales Revenue,0,838.04,HR,CC500,AutoPost 1237,AUD
GL001238,2024-03-05,6000,Payroll Expense,1626.01,0,IT,CC100,AutoPost 1238,CAD
GL001239,2023-09-28,5000,COGS,1394.34,0,IT,CC200,AutoPost 1239,EUR
GL001240,2025-05-12,4010,Online Sales,0,1022.63,Sales,CC100,AutoPost 1240,CAD
GL001241,2023-04-15,5010,Travel Expense,1757.53,0,Operations,CC100,AutoPost 1241,GBP
GL001242,2025-05-20,4000,Sales Revenue,0,1866.82,IT,CC500,AutoPost 1242,AUD
GL001243,2025-04-20,6000,Payroll Expense,1791.42,0,Marketing,CC100,AutoPost 1243,EUR
GL001244,2024-07-03,6000,Payroll Expense,1809.92,0,HR,CC100,AutoPost 1244,EUR
GL001245,2025-05-25,4010,Online Sales,0,212.06,Sales,CC500,AutoPost 1245,AUD
GL001246,2023-12-21,6000,Payroll Expense,227.05,0,HR,CC200,AutoPost 1246,AUD
GL001247,2024-05-12,4000,Sales Revenue,0,3603.35,Sales,CC400,AutoPost 1247,GBP
GL001248,2024-04-29,5000,COGS,185.67,0,Finance,CC300,AutoPost 1248,EUR
GL001249,2024-06-06,4010,Online Sales,0,4699.12,Marketing,CC200,AutoPost 1249,EUR
GL001250,2024-04-30,5010,Travel Expense,1352.97,0,Marketing,CC500,AutoPost 1250,CAD
GL001251,2024-11-02,5000,COGS,936.7,0,Finance,CC100,AutoPost 1251,CAD
GL001252,2024-07-10,4000,Sales Revenue,0,3050.31,Finance,CC400,AutoPost 1252,AUD
GL001253,2024-04-13,6000,Payroll Expense,574.09,0,Marketing,CC200,AutoPost 1253,EUR
GL001254,2023-06-19,4000,Sales Revenue,0,3214.18,Finance,CC100,AutoPost 1254,GBP
GL001255,2023-05-08,5010,Travel Expense,1415.06,0,Operations,CC500,AutoPost 1255,AUD
GL001256,2023-11-23,4000,Sales Revenue,0,3142.85,Marketing,CC100,AutoPost 1256,EUR
GL001257,2023-05-04,6000,Payroll Expense,981.35,0,Marketing,CC200,AutoPost 1257,CAD
GL001258,2025-05-04,4000,Sales Revenue,0,2967.52,Sales,CC200,AutoPost 1258,AUD
GL001259,2025-03-29,4000,Sales Revenue,0,3250.84,Operations,CC500,AutoPost 1259,GBP
GL001260,2024-02-16,4000,Sales Revenue,0,2026.45,Sales,CC400,AutoPost 1260,EUR
GL001261,2023-01-02,5010,Travel Expense,1199.6,0,IT,CC400,AutoPost 1261,EUR
GL001262,2023-01-27,5000,COGS,816.81,0,HR,CC300,AutoPost 1262,EUR
GL001263,2024-12-17,4000,Sales Revenue,0,4074.11,HR,CC400,AutoPost 1263,CAD
GL001264,2025-05-08,4000,Sales Revenue,0,720.36,Operations,CC400,AutoPost 1264,CAD
GL001265,2025-02-20,5010,Travel Expense,1279.52,0,IT,CC400,AutoPost 1265,CAD
GL001266,2024-07-19,5000,COGS,1249.06,0,HR,CC200,AutoPost 1266,CAD
GL001267,2025-03-09,4010,Online Sales,0,4456.47,Sales,CC400,AutoPost 1267,EUR
GL001268,2025-06-05,4000,Sales Revenue,0,3830.15,Sales,CC300,AutoPost 1268,GBP
GL001269,2023-08-09,4010,Online Sales,0,4835.12,Operations,CC400,AutoPost 1269,AUD
GL001270,2024-08-13,5000,COGS,1165.13,0,IT,CC300,AutoPost 1270,AUD
GL001271,2024-09-12,4000,Sales Revenue,0,112.08,HR,CC100,AutoPost 1271,USD
GL001272,2023-07-19,4010,Online Sales,0,3589.18,Finance,CC300,AutoPost 1272,AUD
GL001273,2025-05-07,4000,Sales Revenue,0,1841.13,Finance,CC400,AutoPost 1273,CAD
GL001274,2025-04-23,5000,COGS,1321.13,0,Finance,CC300,AutoPost 1274,GBP
GL001275,2025-02-16,5010,Travel Expense,501.83,0,Operations,CC100,AutoPost 1275,CAD
GL001276,2023-04-15,5010,Travel Expense,233.68,0,Operations,CC400,AutoPost 1276,EUR
GL001277,2024-05-11,4010,Online Sales,0,4225.68,Finance,CC100,AutoPost 1277,AUD
GL001278,2024-12-17,5010,Travel Expense,315.85,0,Marketing,CC200,AutoPost 1278,USD
GL001279,2024-06-22,6000,Payroll Expense,1999.52,0,Operations,CC200,AutoPost 1279,EUR
GL001280,2023-02-10,6000,Payroll Expense,770.08,0,Operations,CC100,AutoPost 1280,CAD
GL001281,2023-12-29,4010,Online Sales,0,4953.53,Operations,CC500,AutoPost 1281,GBP
GL001282,2023-04-29,4010,Online Sales,0,1360.16,Operations,CC500,AutoPost 1282,CAD
GL001283,2023-12-27,5000,COGS,475.84,0,HR,CC300,AutoPost 1283,USD
GL001284,2024-04-23,5000,COGS,1211.15,0,Operations,CC200,AutoPost 1284,CAD
GL001285,2023-04-05,4010,Online Sales,0,2327.23,Sales,CC400,AutoPost 1285,EUR
GL001286,2025-06-05,6000,Payroll Expense,237.68,0,Operations,CC500,AutoPost 1286,GBP
GL001287,2024-03-06,6000,Payroll Expense,1902.83,0,Operations,CC100,AutoPost 1287,CAD
GL001288,2025-03-08,4000,Sales Revenue,0,2447.1,HR,CC400,AutoPost 1288,AUD
GL001289,2024-11-24,6000,Payroll Expense,520.39,0,Operations,CC200,AutoPost 1289,USD
GL001290,2024-03-08,5010,Travel Expense,1329.55,0,Finance,CC100,AutoPost 1290,CAD
GL001291,2024-03-03,6000,Payroll Expense,1991.48,0,IT,CC400,AutoPost 1291,GBP
GL001292,2024-12-17,5000,COGS,637.88,0,Sales,CC300,AutoPost 1292,USD
GL001293,2023-12-14,4000,Sales Revenue,0,175.56,Sales,CC200,AutoPost 1293,CAD
GL001294,2024-05-31,6000,Payroll Expense,282.05,0,Sales,CC500,AutoPost 1294,AUD
GL001295,2025-05-05,6000,Payroll Expense,1993.37,0,Marketing,CC300,AutoPost 1295,GBP
GL001296,2024-03-21,6000,Payroll Expense,294.74,0,Sales,CC200,AutoPost 1296,AUD
GL001297,2024-05-06,4000,Sales Revenue,0,763.55,HR,CC500,AutoPost 1297,EUR
GL001298,2023-06-26,4010,Online Sales,0,2502.91,Finance,CC200,AutoPost 1298,GBP
GL001299,2024-09-15,5010,Travel Expense,468.89,0,Finance,CC300,AutoPost 1299,AUD
GL001300,2023-08-24,6000,Payroll Expense,810.8,0,Marketing,CC100,AutoPost 1300,GBP
GL001301,2024-06-08,5000,COGS,1345.83,0,IT,CC300,AutoPost 1301,GBP
GL001302,2025-04-30,4000,Sales Revenue,0,4443.21,Sales,CC500,AutoPost 1302,AUD
GL001303,2023-04-24,5010,Travel Expense,780.61,0,Sales,CC400,AutoPost 1303,AUD
GL001304,2024-01-19,4010,Online Sales,0,2988.59,IT,CC300,AutoPost 1304,GBP
GL001305,2024-10-20,5010,Travel Expense,1463.55,0,Marketing,CC500,AutoPost 1305,CAD
GL001306,2024-04-16,4010,Online Sales,0,790.68,HR,CC500,AutoPost 1306,GBP
GL001307,2023-06-13,4000,Sales Revenue,0,3083.05,Sales,CC300,AutoPost 1307,EUR
GL001308,2024-02-18,5010,Travel Expense,473.43,0,Sales,CC200,AutoPost 1308,AUD
GL001309,2024-08-27,4010,Online Sales,0,4614.12,Marketing,CC300,AutoPost 1309,EUR
GL001310,2023-01-09,5010,Travel Expense,1506.71,0,IT,CC300,AutoPost 1310,CAD
GL001311,2023-01-17,6000,Payroll Expense,874.3,0,Sales,CC300,AutoPost 1311,GBP
GL001312,2023-01-12,5010,Travel Expense,770.81,0,IT,CC100,AutoPost 1312,USD
GL001313,2023-08-12,5000,COGS,916.64,0,IT,CC500,AutoPost 1313,AUD
GL001314,2025-06-26,5000,COGS,1378.77,0,Finance,CC500,AutoPost 1314,AUD
GL001315,2024-09-09,5010,Travel Expense,1403.4,0,Marketing,CC300,AutoPost 1315,AUD
GL001316,2023-07-23,5000,COGS,710.78,0,Finance,CC500,AutoPost 1316,CAD
GL001317,2025-06-28,4010,Online Sales,0,2077.61,Sales,CC300,AutoPost 1317,USD
GL001318,2023-06-29,4000,Sales Revenue,0,2075.26,HR,CC500,AutoPost 1318,USD
GL001319,2024-01-30,5000,COGS,955.82,0,IT,CC400,AutoPost 1319,GBP
GL001320,2025-02-24,5000,COGS,1924.14,0,Marketing,CC100,AutoPost 1320,CAD
GL001321,2024-03-31,4010,Online Sales,0,4238.98,Operations,CC500,AutoPost 1321,EUR
GL001322,2024-12-10,5010,Travel Expense,1471.95,0,HR,CC400,AutoPost 1322,GBP
GL001323,2025-06-18,4010,Online Sales,0,1269.44,Sales,CC200,AutoPost 1323,AUD
GL001324,2023-09-02,5000,COGS,97.3,0,Operations,CC500,AutoPost 1324,AUD
GL001325,2023-03-01,6000,Payroll Expense,557.66,0,Operations,CC500,AutoPost 1325,USD
GL001326,2024-03-23,5010,Travel Expense,1380.55,0,HR,CC400,AutoPost 1326,AUD
GL001327,2025-02-01,5000,COGS,606.16,0,HR,CC200,AutoPost 1327,AUD
GL001328,2024-05-11,6000,Payroll Expense,1885.28,0,Marketing,CC300,AutoPost 1328,CAD
GL001329,2024-11-27,5010,Travel Expense,1731.77,0,Marketing,CC400,AutoPost 1329,CAD
GL001330,2023-05-23,5000,COGS,394.02,0,HR,CC500,AutoPost 1330,GBP
GL001331,2024-01-07,4000,Sales Revenue,0,687.07,HR,CC300,AutoPost 1331,CAD
GL001332,2023-12-12,4010,Online Sales,0,4603.02,Marketing,CC300,AutoPost 1332,GBP
GL001333,2024-06-18,6000,Payroll Expense,675.05,0,Marketing,CC400,AutoPost 1333,USD
GL001334,2023-10-02,5000,COGS,1487.83,0,IT,CC200,AutoPost 1334,AUD
GL001335,2023-05-16,6000,Payroll Expense,792.43,0,Finance,CC300,AutoPost 1335,GBP
GL001336,2025-06-27,4000,Sales Revenue,0,1819.9,HR,CC200,AutoPost 1336,GBP
GL001337,2025-02-08,5000,COGS,1966.73,0,IT,CC300,AutoPost 1337,GBP
GL001338,2023-01-31,4010,Online Sales,0,1355.21,Operations,CC100,AutoPost 1338,CAD
GL001339,2024-12-03,4010,Online Sales,0,4992.45,HR,CC500,AutoPost 1339,CAD
GL001340,2024-10-26,5000,COGS,1949.81,0,HR,CC200,AutoPost 1340,EUR
GL001341,2024-11-24,5010,Travel Expense,733.3,0,HR,CC300,AutoPost 1341,EUR
GL001342,2024-12-21,5000,COGS,1405.39,0,Sales,CC500,AutoPost 1342,USD
GL001343,2023-09-28,4000,Sales Revenue,0,599.19,Sales,CC100,AutoPost 1343,EUR
GL001344,2024-07-22,4010,Online Sales,0,872.03,Operations,CC400,AutoPost 1344,GBP
GL001345,2023-05-15,4000,Sales Revenue,0,3873.21,IT,CC400,AutoPost 1345,AUD
GL001346,2025-06-25,5010,Travel Expense,122.84,0,IT,CC100,AutoPost 1346,USD
GL001347,2025-02-10,4010,Online Sales,0,1039.28,Operations,CC100,AutoPost 1347,EUR
GL001348,2025-04-12,4010,Online Sales,0,1214.51,Marketing,CC100,AutoPost 1348,GBP
GL001349,2025-01-20,5010,Travel Expense,1318.81,0,Marketing,CC400,AutoPost 1349,AUD
GL001350,2023-07-24,4010,Online Sales,0,3395.3,HR,CC300,AutoPost 1350,GBP
GL001351,2024-09-27,6000,Payroll Expense,1554.18,0,Operations,CC300,AutoPost 1351,AUD
GL001352,2024-11-23,4000,Sales Revenue,0,4613.7,Sales,CC300,AutoPost 1352,USD
GL001353,2025-06-30,5010,Travel Expense,803.03,0,Finance,CC200,AutoPost 1353,CAD
GL001354,2025-05-18,5010,Travel Expense,1564.19,0,Sales,CC200,AutoPost 1354,CAD
GL001355,2025-01-18,6000,Payroll Expense,1942.89,0,Sales,CC100,AutoPost 1355,USD
GL001356,2024-10-13,4000,Sales Revenue,0,4122.6,IT,CC200,AutoPost 1356,GBP
GL001357,2025-01-10,4010,Online Sales,0,3139.71,IT,CC100,AutoPost 1357,EUR
GL001358,2023-05-12,5010,Travel Expense,168.07,0,HR,CC500,AutoPost 1358,CAD
GL001359,2023-02-18,4000,Sales Revenue,0,2067.23,IT,CC200,AutoPost 1359,GBP
GL001360,2025-06-29,5010,Travel Expense,364.93,0,Operations,CC200,AutoPost 1360,USD
GL001361,2025-02-06,5000,COGS,488.16,0,Marketing,CC500,AutoPost 1361,GBP
GL001362,2023-02-11,5000,COGS,506.43,0,Operations,CC100,AutoPost 1362,USD
GL001363,2024-07-25,5000,COGS,517.6,0,HR,CC400,AutoPost 1363,EUR
GL001364,2023-12-19,6000,Payroll Expense,846.47,0,IT,CC200,AutoPost 1364,AUD
GL001365,2023-03-22,4010,Online Sales,0,998.83,Operations,CC100,AutoPost 1365,USD
GL001366,2023-12-08,5010,Travel Expense,714.9,0,Sales,CC500,AutoPost 1366,GBP
GL001367,2023-12-01,4010,Online Sales,0,1049.58,IT,CC500,AutoPost 1367,AUD
GL001368,2023-01-17,5010,Travel Expense,1962.1,0,Sales,CC100,AutoPost 1368,USD
GL001369,2023-01-20,5000,COGS,773.23,0,Operations,CC300,AutoPost 1369,CAD
GL001370,2025-05-27,5010,Travel Expense,485.53,0,Marketing,CC500,AutoPost 1370,GBP
GL001371,2024-03-09,4010,Online Sales,0,586.21,Marketing,CC400,AutoPost 1371,EUR
GL001372,2025-03-28,4000,Sales Revenue,0,1624.21,Marketing,CC200,AutoPost 1372,GBP
GL001373,2023-06-12,5010,Travel Expense,680.82,0,Operations,CC100,AutoPost 1373,USD
GL001374,2023-12-02,6000,Payroll Expense,167.34,0,Marketing,CC400,AutoPost 1374,USD
GL001375,2024-07-16,4000,Sales Revenue,0,1929.16,Marketing,CC200,AutoPost 1375,EUR
GL001376,2023-11-10,5010,Travel Expense,400.54,0,Marketing,CC400,AutoPost 1376,EUR
GL001377,2024-04-15,4010,Online Sales,0,1657.49,Operations,CC400,AutoPost 1377,GBP
GL001378,2024-04-06,4000,Sales Revenue,0,1718.15,Sales,CC200,AutoPost 1378,GBP
GL001379,2025-06-16,4010,Online Sales,0,3216.06,Finance,CC100,AutoPost 1379,CAD
GL001380,2023-05-19,4010,Online Sales,0,3406.43,IT,CC100,AutoPost 1380,AUD
GL001381,2025-03-28,6000,Payroll Expense,1047.53,0,Finance,CC200,AutoPost 1381,USD
GL001382,2024-11-03,5010,Travel Expense,129.62,0,Finance,CC500,AutoPost 1382,EUR
GL001383,2023-08-20,4010,Online Sales,0,2334.75,IT,CC200,AutoPost 1383,AUD
GL001384,2023-06-14,6000,Payroll Expense,1023.61,0,Sales,CC300,AutoPost 1384,GBP
GL001385,2024-01-20,5010,Travel Expense,182.89,0,Marketing,CC300,AutoPost 1385,GBP
GL001386,2024-07-03,6000,Payroll Expense,229.97,0,Sales,CC300,AutoPost 1386,GBP
GL001387,2024-09-13,6000,Payroll Expense,1443.86,0,Marketing,CC100,AutoPost 1387,USD
GL001388,2024-04-09,4010,Online Sales,0,1270.57,IT,CC300,AutoPost 1388,AUD
GL001389,2023-08-01,4010,Online Sales,0,1310.59,Operations,CC100,AutoPost 1389,CAD
GL001390,2024-02-22,4010,Online Sales,0,3868.62,Operations,CC100,AutoPost 1390,AUD
GL001391,2023-06-17,4000,Sales Revenue,0,138.43,HR,CC500,AutoPost 1391,GBP
GL001392,2023-10-11,5000,COGS,1749.68,0,HR,CC200,AutoPost 1392,EUR
GL001393,2025-05-30,4010,Online Sales,0,4955.21,IT,CC200,AutoPost 1393,EUR
GL001394,2023-10-24,5010,Travel Expense,1030.07,0,HR,CC300,AutoPost 1394,CAD
GL001395,2023-01-25,6000,Payroll Expense,1552.9,0,HR,CC300,AutoPost 1395,GBP
GL001396,2023-03-24,5000,COGS,1837.1,0,HR,CC500,AutoPost 1396,USD
GL001397,2023-10-01,4000,Sales Revenue,0,3838.99,HR,CC300,AutoPost 1397,AUD
GL001398,2024-03-01,6000,Payroll Expense,1204.07,0,HR,CC200,AutoPost 1398,EUR
GL001399,2023-07-21,5010,Travel Expense,1122.26,0,IT,CC500,AutoPost 1399,AUD
GL001400,2023-11-27,5010,Travel Expense,633.59,0,Marketing,CC300,AutoPost 1400,CAD
GL001401,2023-01-09,4010,Online Sales,0,4074.33,IT,CC100,AutoPost 1401,USD
GL001402,2024-09-05,6000,Payroll Expense,340.22,0,Operations,CC400,AutoPost 1402,GBP
GL001403,2025-05-19,6000,Payroll Expense,1891.61,0,Sales,CC500,AutoPost 1403,EUR
GL001404,2025-02-06,5000,COGS,1998.5,0,Marketing,CC200,AutoPost 1404,EUR
GL001405,2025-06-08,4000,Sales Revenue,0,2567.37,Marketing,CC400,AutoPost 1405,EUR
GL001406,2025-05-07,5000,COGS,1097.98,0,Operations,CC100,AutoPost 1406,EUR
GL001407,2025-03-20,6000,Payroll Expense,443.66,0,Marketing,CC400,AutoPost 1407,GBP
GL001408,2023-04-05,5000,COGS,225.89,0,HR,CC400,AutoPost 1408,AUD
GL001409,2023-09-30,5000,COGS,90.95,0,Marketing,CC200,AutoPost 1409,USD
GL001410,2025-05-16,4010,Online Sales,0,4806.14,Marketing,CC100,AutoPost 1410,EUR
GL001411,2024-10-17,4010,Online Sales,0,2397.21,Operations,CC200,AutoPost 1411,GBP
GL001412,2023-04-06,4010,Online Sales,0,1164.68,Sales,CC200,AutoPost 1412,USD
GL001413,2024-05-20,4000,Sales Revenue,0,4994.2,Marketing,CC200,AutoPost 1413,CAD
GL001414,2024-01-21,4010,Online Sales,0,127.25,Finance,CC300,AutoPost 1414,CAD
GL001415,2025-06-04,5010,Travel Expense,1383.8,0,Operations,CC200,AutoPost 1415,CAD
GL001416,2024-08-31,4010,Online Sales,0,4604.16,Finance,CC200,AutoPost 1416,GBP
GL001417,2024-08-18,4000,Sales Revenue,0,4835.3,IT,CC100,AutoPost 1417,GBP
GL001418,2025-04-03,4010,Online Sales,0,1057.72,Finance,CC500,AutoPost 1418,CAD
GL001419,2023-09-06,5010,Travel Expense,1394.77,0,Sales,CC100,AutoPost 1419,CAD
GL001420,2023-11-14,5000,COGS,803.08,0,Finance,CC400,AutoPost 1420,AUD
GL001421,2023-08-31,6000,Payroll Expense,500.5,0,Sales,CC500,AutoPost 1421,CAD
GL001422,2023-02-05,5010,Travel Expense,413.05,0,Operations,CC400,AutoPost 1422,GBP
GL001423,2023-10-18,5000,COGS,1483.66,0,Marketing,CC300,AutoPost 1423,EUR
GL001424,2023-04-03,5010,Travel Expense,1752.32,0,Sales,CC400,AutoPost 1424,CAD
GL001425,2023-11-25,4000,Sales Revenue,0,1556.95,Marketing,CC100,AutoPost 1425,CAD
GL001426,2024-11-25,5010,Travel Expense,1162.76,0,Operations,CC200,AutoPost 1426,CAD
GL001427,2024-01-13,4000,Sales Revenue,0,3293.95,Finance,CC200,AutoPost 1427,CAD
GL001428,2024-02-18,5010,Travel Expense,949.79,0,Sales,CC100,AutoPost 1428,GBP
GL001429,2024-03-13,4010,Online Sales,0,536.59,Sales,CC100,AutoPost 1429,USD
GL001430,2023-06-11,4000,Sales Revenue,0,352.44,Finance,CC400,AutoPost 1430,CAD
GL001431,2024-07-11,5000,COGS,479.39,0,Sales,CC500,AutoPost 1431,EUR
GL001432,2025-01-06,6000,Payroll Expense,875.44,0,HR,CC500,AutoPost 1432,USD
GL001433,2025-01-19,5000,COGS,726.79,0,Operations,CC300,AutoPost 1433,GBP
GL001434,2023-07-07,4010,Online Sales,0,3492.12,HR,CC500,AutoPost 1434,USD
GL001435,2024-05-10,5010,Travel Expense,868.34,0,HR,CC400,AutoPost 1435,USD
GL001436,2023-03-13,4000,Sales Revenue,0,1610.63,Finance,CC500,AutoPost 1436,CAD
GL001437,2023-06-12,6000,Payroll Expense,1429.61,0,HR,CC300,AutoPost 1437,EUR
GL001438,2023-11-21,5000,COGS,918.99,0,Finance,CC200,AutoPost 1438,EUR
GL001439,2025-06-21,5010,Travel Expense,189.23,0,HR,CC100,AutoPost 1439,EUR
GL001440,2025-06-10,4010,Online Sales,0,4553.74,IT,CC500,AutoPost 1440,USD
GL001441,2024-11-22,4010,Online Sales,0,224.69,Operations,CC200,AutoPost 1441,AUD
GL001442,2024-03-08,5000,COGS,1447.98,0,Finance,CC200,AutoPost 1442,GBP
GL001443,2023-02-07,6000,Payroll Expense,1846.98,0,HR,CC400,AutoPost 1443,USD
